time;x;y;z;gforce
14:10:38:542;-0.903;-0.133;-0.387;0.991
14:10:38:547;-0.887;-0.121;-0.391;0.977
14:10:38:569;-0.880;-0.102;-0.391;0.968
14:10:38:592;-0.868;-0.098;-0.399;0.960
14:10:38:596;-0.876;-0.113;-0.395;0.967
14:10:38:617;-0.895;-0.129;-0.391;0.985
14:10:38:626;-0.919;-0.137;-0.375;1.002
14:10:38:646;-0.930;-0.141;-0.360;1.007
14:10:38:656;-0.923;-0.141;-0.356;0.999
14:10:38:676;-0.923;-0.133;-0.360;0.999
14:10:38:690;-0.923;-0.121;-0.367;1.000
14:10:38:707;-0.919;-0.125;-0.367;0.997
14:10:38:728;-0.907;-0.145;-0.352;0.983
14:10:38:737;-0.903;-0.168;-0.336;0.978
14:10:38:757;-0.907;-0.176;-0.336;0.983
14:10:38:768;-0.919;-0.156;-0.332;0.989
14:10:38:788;-0.919;-0.141;-0.336;0.988
14:10:38:807;-0.895;-0.125;-0.371;0.977
14:10:38:822;-0.876;-0.121;-0.410;0.975
14:10:38:837;-0.868;-0.137;-0.418;0.973
14:10:38:847;-0.872;-0.145;-0.414;0.976
14:10:38:868;-0.872;-0.149;-0.407;0.973
14:10:38:877;-0.876;-0.152;-0.383;0.968
14:10:38:897;-0.880;-0.156;-0.360;0.963
14:10:38:922;-0.887;-0.149;-0.348;0.965
14:10:38:957;-0.903;-0.137;-0.348;0.977
14:10:38:965;-0.919;-0.125;-0.356;0.993
14:10:38:972;-0.930;-0.109;-0.360;1.003
14:10:38:988;-0.938;-0.090;-0.360;1.009
14:10:38:991;-0.950;-0.078;-0.352;1.016
14:10:39:8;-0.954;-0.078;-0.336;1.014
14:10:39:22;-0.938;-0.082;-0.332;0.999
14:10:39:41;-0.911;-0.090;-0.344;0.978
14:10:39:57;-0.907;-0.098;-0.340;0.973
14:10:39:68;-0.930;-0.106;-0.324;0.991
14:10:39:87;-0.946;-0.109;-0.309;1.001
14:10:39:96;-0.950;-0.121;-0.305;1.005
14:10:39:117;-0.926;-0.121;-0.313;0.985
14:10:39:127;-0.895;-0.109;-0.332;0.961
14:10:39:148;-0.883;-0.094;-0.344;0.953
14:10:39:168;-0.899;-0.082;-0.340;0.965
14:10:39:177;-0.923;-0.090;-0.324;0.982
14:10:39:197;-0.926;-0.098;-0.317;0.984
14:10:39:208;-0.919;-0.098;-0.324;0.979
14:10:39:228;-0.919;-0.098;-0.317;0.977
14:10:39:237;-0.938;-0.098;-0.309;0.992
14:10:39:257;-0.946;-0.098;-0.293;0.995
14:10:39:277;-0.942;-0.086;-0.278;0.986
14:10:39:287;-0.934;-0.059;-0.281;0.977
14:10:39:307;-0.946;-0.102;-0.258;0.986
14:10:39:322;-0.950;-0.129;-0.258;0.993
14:10:39:338;-0.938;-0.125;-0.266;0.983
14:10:39:347;-0.926;-0.113;-0.270;0.972
14:10:39:368;-0.946;-0.109;-0.246;0.984
14:10:39:388;-0.942;-0.121;-0.238;0.979
14:10:39:397;-0.930;-0.149;-0.211;0.965
14:10:39:422;-0.923;-0.172;-0.199;0.959
14:10:39:427;-0.915;-0.176;-0.215;0.956
14:10:39:448;-0.911;-0.188;-0.242;0.961
14:10:39:457;-0.907;-0.203;-0.250;0.962
14:10:39:477;-0.919;-0.215;-0.258;0.978
14:10:39:497;-0.946;-0.211;-0.285;1.010
14:10:39:507;-1.001;-0.188;-0.309;1.064
14:10:39:527;-1.048;-0.152;-0.317;1.105
14:10:39:538;-1.055;-0.094;-0.328;1.109
14:10:39:557;-1.024;-0.051;-0.352;1.084
14:10:39:568;-0.962;-0.039;-0.371;1.032
14:10:39:587;-0.907;-0.070;-0.371;0.982
14:10:39:607;-0.880;-0.113;-0.352;0.954
14:10:39:627;-0.883;-0.160;-0.313;0.951
14:10:39:643;-0.887;-0.199;-0.281;0.952
14:10:39:648;-0.891;-0.238;-0.270;0.961
14:10:39:669;-0.872;-0.250;-0.297;0.954
14:10:39:677;-0.844;-0.246;-0.328;0.939
14:10:39:696;-0.844;-0.274;-0.321;0.944
14:10:39:707;-0.868;-0.270;-0.305;0.959
14:10:39:872;-0.887;-0.235;-0.285;0.961
14:10:39:875;-0.915;-0.195;-0.270;0.973
14:10:39:877;-0.950;-0.160;-0.254;0.996
14:10:39:881;-0.981;-0.141;-0.246;1.021
14:10:39:883;-0.981;-0.137;-0.250;1.022
14:10:39:884;-0.962;-0.149;-0.250;1.005
14:10:39:887;-0.938;-0.156;-0.270;0.989
14:10:39:889;-0.923;-0.172;-0.281;0.980
14:10:39:890;-0.911;-0.184;-0.289;0.973
14:10:39:892;-0.899;-0.203;-0.289;0.966
14:10:39:893;-0.895;-0.227;-0.285;0.966
14:10:39:896;-0.895;-0.258;-0.293;0.977
14:10:39:917;-0.899;-0.274;-0.301;0.987
14:10:39:927;-0.911;-0.289;-0.309;1.004
14:10:39:948;-0.934;-0.270;-0.297;1.017
14:10:39:967;-0.954;-0.219;-0.281;1.018
14:10:39:984;-0.977;-0.164;-0.270;1.027
14:10:39:997;-1.001;-0.141;-0.250;1.041
14:10:40:7;-1.032;-0.149;-0.223;1.066
14:10:40:27;-1.044;-0.199;-0.192;1.080
14:10:40:37;-1.024;-0.235;-0.180;1.066
14:10:40:57;-0.977;-0.238;-0.192;1.024
14:10:40:77;-0.915;-0.199;-0.215;0.961
14:10:40:87;-0.860;-0.137;-0.231;0.901
14:10:40:107;-0.829;-0.098;-0.231;0.866
14:10:40:121;-0.844;-0.078;-0.211;0.874
14:10:40:137;-0.868;-0.094;-0.184;0.892
14:10:40:147;-0.895;-0.090;-0.168;0.915
14:10:40:168;-0.942;-0.106;-0.172;0.963
14:10:40:188;-1.001;-0.133;-0.180;1.025
14:10:40:197;-1.020;-0.160;-0.184;1.049
14:10:40:225;-1.016;-0.168;-0.172;1.044
14:10:40:229;-0.985;-0.149;-0.160;1.009
14:10:40:248;-0.954;-0.133;-0.168;0.978
14:10:40:257;-0.923;-0.125;-0.192;0.950
14:10:40:277;-0.907;-0.121;-0.211;0.939
14:10:40:288;-0.903;-0.102;-0.211;0.933
14:10:40:307;-0.926;-0.082;-0.180;0.947
14:10:40:327;-0.950;-0.078;-0.149;0.965
14:10:40:337;-0.950;-0.086;-0.133;0.963
14:10:40:357;-0.926;-0.086;-0.125;0.939
14:10:40:397;-0.919;-0.066;-0.145;0.932
14:10:40:405;-0.930;-0.074;-0.172;0.949
14:10:40:408;-0.969;-0.059;-0.188;0.989
14:10:40:424;-1.016;-0.035;-0.188;1.034
14:10:40:441;-1.032;-0.008;-0.156;1.044
14:10:40:446;-1.028;-0.012;-0.152;1.039
14:10:40:467;-1.012;-0.031;-0.176;1.028
14:10:40:477;-0.997;-0.074;-0.207;1.021
14:10:40:496;-0.993;-0.113;-0.246;1.029
14:10:40:506;-1.020;-0.141;-0.266;1.064
14:10:40:527;-1.067;-0.102;-0.262;1.103
14:10:40:544;-1.083;-0.078;-0.211;1.106
14:10:40:562;-1.040;-0.094;-0.145;1.054
14:10:40:577;-0.981;-0.055;-0.141;0.993
14:10:40:588;-0.915;-0.035;-0.137;0.926
14:10:40:607;-0.887;-0.016;-0.145;0.899
14:10:40:622;-0.915;-0.023;-0.168;0.930
14:10:40:637;-0.946;-0.020;-0.160;0.960
14:10:40:657;-0.954;-0.035;-0.172;0.970
14:10:40:668;-0.954;-0.098;-0.195;0.978
14:10:40:688;-0.965;-0.141;-0.203;0.997
14:10:40:697;-0.958;-0.172;-0.195;0.992
14:10:40:730;-0.938;-0.195;-0.203;0.980
14:10:40:733;-0.962;-0.149;-0.195;0.992
14:10:40:750;-0.985;-0.117;-0.176;1.007
14:10:40:770;-0.989;-0.121;-0.164;1.010
14:10:40:778;-0.969;-0.129;-0.168;0.992
14:10:40:789;-0.958;-0.109;-0.160;0.977
14:10:40:807;-0.954;-0.090;-0.156;0.971
14:10:40:827;-0.954;-0.051;-0.141;0.965
14:10:40:837;-0.954;-0.016;-0.145;0.965
14:10:40:857;-0.942;-0.016;-0.195;0.962
14:10:40:867;-0.938;-0.055;-0.242;0.970
14:10:40:890;-0.938;-0.094;-0.289;0.986
14:10:40:907;-0.950;-0.125;-0.305;1.005
14:10:40:921;-0.965;-0.137;-0.293;1.018
14:10:40:937;-0.977;-0.121;-0.274;1.022
14:10:40:947;-0.977;-0.090;-0.270;1.018
14:10:40:968;-0.981;-0.070;-0.266;1.019
14:10:40:977;-0.973;-0.035;-0.266;1.010
14:10:40:997;-0.965;-0.059;-0.235;0.995
14:10:41:22;-0.965;-0.066;-0.211;0.991
14:10:41:27;-0.969;-0.074;-0.203;0.993
14:10:41:47;-0.973;-0.094;-0.195;0.997
14:10:41:57;-0.969;-0.117;-0.176;0.992
14:10:41:77;-0.962;-0.133;-0.188;0.989
14:10:41:87;-0.946;-0.152;-0.203;0.979
14:10:41:107;-0.954;-0.129;-0.203;0.984
14:10:41:127;-0.958;-0.121;-0.172;0.981
14:10:41:142;-0.965;-0.121;-0.137;0.983
14:10:41:157;-0.985;-0.113;-0.133;1.000
14:10:41:168;-0.993;-0.113;-0.156;1.011
14:10:41:188;-0.989;-0.094;-0.207;1.015
14:10:41:197;-0.989;-0.106;-0.215;1.018
14:10:41:222;-0.934;-0.125;-0.274;0.981
14:10:41:237;-0.848;-0.098;-0.360;0.926
14:10:41:248;-0.809;-0.086;-0.387;0.901
14:10:41:268;-0.868;-0.121;-0.328;0.936
14:10:41:278;-0.946;-0.125;-0.301;1.001
14:10:41:510;-0.981;-0.117;-0.309;1.035
14:10:41:512;-0.993;-0.113;-0.301;1.044
14:10:41:513;-0.993;-0.094;-0.250;1.028
14:10:41:516;-0.989;-0.102;-0.211;1.016
14:10:41:518;-0.997;-0.106;-0.203;1.023
14:10:41:521;-0.981;-0.090;-0.199;1.005
14:10:41:523;-0.946;-0.082;-0.235;0.978
14:10:41:524;-0.930;-0.125;-0.211;0.962
14:10:41:526;-0.934;-0.125;-0.235;0.971
14:10:41:528;-0.934;-0.141;-0.262;0.980
14:10:41:529;-0.930;-0.137;-0.278;0.980
14:10:41:531;-0.926;-0.121;-0.285;0.977
14:10:41:532;-0.926;-0.129;-0.278;0.976
14:10:41:534;-0.923;-0.149;-0.274;0.974
14:10:41:536;-0.915;-0.164;-0.278;0.970
14:10:41:537;-0.919;-0.172;-0.270;0.973
14:10:41:546;-0.923;-0.168;-0.270;0.976
14:10:41:556;-0.923;-0.152;-0.285;0.978
14:10:41:577;-0.919;-0.141;-0.305;0.978
14:10:41:597;-0.919;-0.145;-0.317;0.982
14:10:41:607;-0.923;-0.164;-0.301;0.984
14:10:41:630;-0.930;-0.188;-0.281;0.990
14:10:41:637;-0.934;-0.184;-0.281;0.993
14:10:41:657;-0.938;-0.160;-0.289;0.995
14:10:41:668;-0.934;-0.133;-0.301;0.990
14:10:41:687;-0.919;-0.125;-0.305;0.976
14:10:41:711;-0.907;-0.141;-0.309;0.968
14:10:41:723;-0.903;-0.168;-0.313;0.970
14:10:41:738;-0.911;-0.184;-0.321;0.983
14:10:41:747;-0.911;-0.184;-0.328;0.985
14:10:41:768;-0.915;-0.176;-0.317;0.984
14:10:41:777;-0.915;-0.180;-0.289;0.976
14:10:41:797;-0.907;-0.192;-0.274;0.966
14:10:41:827;-0.899;-0.199;-0.281;0.963
14:10:41:838;-0.895;-0.192;-0.285;0.959
14:10:41:848;-0.887;-0.180;-0.281;0.948
14:10:41:857;-0.876;-0.164;-0.278;0.933
14:10:41:881;-0.883;-0.149;-0.266;0.934
14:10:41:887;-0.919;-0.137;-0.254;0.963
14:10:41:907;-0.969;-0.117;-0.250;1.008
14:10:41:927;-1.016;-0.090;-0.238;1.048
14:10:41:937;-1.055;-0.078;-0.203;1.078
14:10:41:957;-1.067;-0.082;-0.160;1.082
14:10:41:967;-1.040;-0.078;-0.141;1.052
14:10:41:987;-1.001;-0.070;-0.149;1.014
14:10:41:996;-0.938;-0.063;-0.188;0.959
14:10:42:17;-0.868;-0.059;-0.223;0.898
14:10:42:30;-0.805;-0.051;-0.278;0.853
14:10:42:47;-0.766;-0.023;-0.336;0.837
14:10:42:68;-0.801;0.004;-0.352;0.875
14:10:42:77;-0.880;-0.023;-0.317;0.935
14:10:42:97;-0.965;-0.074;-0.301;1.014
14:10:42:107;-1.020;-0.074;-0.317;1.071
14:10:42:128;-0.997;-0.020;-0.328;1.050
14:10:42:137;-0.919;0.027;-0.317;0.972
14:10:42:157;-0.829;0.008;-0.266;0.870
14:10:42:177;-0.805;-0.082;-0.250;0.847
14:10:42:188;-0.876;-0.156;-0.235;0.920
14:10:42:207;-0.973;-0.184;-0.211;1.013
14:10:42:222;-1.048;-0.156;-0.180;1.074
14:10:42:237;-1.059;-0.121;-0.168;1.079
14:10:42:251;-1.016;-0.106;-0.184;1.038
14:10:42:268;-0.973;-0.106;-0.211;1.002
14:10:42:288;-0.965;-0.098;-0.227;0.997
14:10:42:297;-0.985;-0.094;-0.211;1.012
14:10:42:319;-1.005;-0.102;-0.164;1.023
14:10:42:327;-0.993;-0.125;-0.129;1.009
14:10:42:347;-0.981;-0.156;-0.121;1.001
14:10:42:357;-1.012;-0.180;-0.133;1.037
14:10:42:377;-1.067;-0.192;-0.141;1.093
14:10:42:398;-1.087;-0.180;-0.149;1.111
14:10:42:407;-1.055;-0.156;-0.129;1.075
14:10:42:427;-0.989;-0.149;-0.086;1.004
14:10:42:437;-0.938;-0.149;-0.047;0.951
14:10:42:463;-0.934;-0.137;-0.027;0.945
14:10:42:469;-0.958;-0.125;-0.035;0.966
14:10:42:487;-0.993;-0.125;-0.055;1.002
14:10:42:507;-1.024;-0.129;-0.043;1.033
14:10:42:518;-1.036;-0.129;-0.023;1.044
14:10:42:537;-1.024;-0.125;-0.020;1.032
14:10:42:547;-1.001;-0.117;-0.023;1.008
14:10:42:568;-0.977;-0.106;-0.035;0.984
14:10:42:577;-0.962;-0.098;-0.035;0.967
14:10:42:597;-0.954;-0.098;-0.031;0.959
14:10:42:622;-0.965;-0.102;-0.020;0.971
14:10:42:627;-0.989;-0.106;-0.004;0.995
14:10:42:647;-1.012;-0.094;0.004;1.017
14:10:42:657;-1.016;-0.074;0.008;1.019
14:10:42:677;-0.993;-0.063;-0.008;0.995
14:10:42:687;-0.954;-0.059;-0.039;0.956
14:10:42:707;-0.934;-0.059;-0.063;0.938
14:10:42:718;-0.942;-0.055;-0.055;0.945
14:10:42:737;-0.977;-0.051;-0.031;0.979
14:10:42:757;-1.012;-0.063;-0.012;1.014
14:10:42:768;-1.024;-0.074;-0.008;1.027
14:10:42:787;-1.008;-0.082;-0.023;1.012
14:10:42:797;-0.977;-0.086;-0.047;0.982
14:10:42:819;-0.962;-0.094;-0.051;0.967
14:10:42:827;-0.962;-0.094;-0.043;0.967
14:10:42:847;-0.977;-0.102;-0.031;0.983
14:10:43:91;-0.997;-0.113;-0.023;1.003
14:10:43:93;-0.989;-0.117;-0.027;0.996
14:10:43:94;-0.977;-0.117;-0.031;0.985
14:10:43:97;-0.973;-0.106;-0.031;0.980
14:10:43:100;-0.985;-0.094;-0.031;0.990
14:10:43:102;-0.989;-0.078;-0.047;0.993
14:10:43:103;-0.981;-0.066;-0.055;0.985
14:10:43:104;-0.977;-0.063;-0.059;0.981
14:10:43:106;-0.981;-0.070;-0.047;0.985
14:10:43:108;-0.981;-0.074;-0.039;0.985
14:10:43:109;-0.989;-0.070;-0.023;0.992
14:10:43:111;-0.997;-0.070;-0.008;0.999
14:10:43:112;-1.001;-0.074;0.004;1.003
14:10:43:114;-0.989;-0.078;0.000;0.992
14:10:43:116;-0.969;-0.070;-0.016;0.972
14:10:43:118;-0.965;-0.070;-0.035;0.969
14:10:43:121;-0.965;-0.074;-0.043;0.969
14:10:43:126;-0.969;-0.082;-0.031;0.973
14:10:43:146;-0.977;-0.094;-0.008;0.982
14:10:43:156;-0.981;-0.098;0.016;0.986
14:10:43:176;-0.981;-0.090;0.012;0.985
14:10:43:196;-0.981;-0.074;-0.016;0.984
14:10:43:206;-0.981;-0.086;-0.035;0.986
14:10:43:227;-0.981;-0.094;-0.039;0.986
14:10:43:237;-0.973;-0.106;-0.031;0.980
14:10:43:257;-0.973;-0.109;-0.008;0.979
14:10:43:267;-0.981;-0.109;0.004;0.987
14:10:43:287;-0.993;-0.117;-0.008;1.000
14:10:43:297;-0.997;-0.117;-0.020;1.004
14:10:43:318;-0.985;-0.117;-0.023;0.992
14:10:43:339;-0.973;-0.113;-0.027;0.980
14:10:43:370;-0.969;-0.106;-0.016;0.975
14:10:43:373;-0.981;-0.106;-0.004;0.987
14:10:43:387;-0.985;-0.109;0.004;0.991
14:10:43:398;-0.989;-0.113;0.004;0.995
14:10:43:408;-0.981;-0.109;0.004;0.987
14:10:43:429;-0.985;-0.102;0.008;0.990
14:10:43:447;-0.985;-0.090;0.016;0.989
14:10:43:456;-0.989;-0.078;0.016;0.992
14:10:43:477;-0.993;-0.082;0.020;0.996
14:10:43:486;-0.997;-0.094;0.035;1.002
14:10:43:506;-0.985;-0.106;0.035;0.991
14:10:43:517;-0.973;-0.109;0.027;0.980
14:10:43:538;-0.973;-0.106;0.020;0.979
14:10:43:558;-0.977;-0.098;0.008;0.982
14:10:43:568;-0.989;-0.098;0.012;0.994
14:10:43:587;-0.997;-0.102;0.027;1.002
14:10:43:612;-0.993;-0.117;0.039;1.001
14:10:43:622;-0.985;-0.125;0.039;0.994
14:10:43:628;-0.977;-0.125;0.027;0.986
14:10:43:648;-0.977;-0.117;0.023;0.985
14:10:43:668;-0.981;-0.106;0.027;0.987
14:10:43:677;-0.989;-0.098;0.035;0.994
14:10:43:697;-0.993;-0.094;0.039;0.998
14:10:43:707;-0.989;-0.098;0.035;0.994
14:10:43:728;-0.977;-0.106;0.035;0.984
14:10:43:737;-0.973;-0.113;0.035;0.981
14:10:43:768;-0.977;-0.109;0.039;0.984
14:10:43:787;-0.981;-0.106;0.039;0.988
14:10:43:807;-0.985;-0.106;0.039;0.991
14:10:43:818;-0.989;-0.102;0.051;0.995
14:10:43:837;-0.989;-0.109;0.055;0.996
14:10:43:848;-0.985;-0.113;0.051;0.993
14:10:43:868;-0.973;-0.121;0.043;0.982
14:10:43:877;-0.973;-0.121;0.039;0.982
14:10:43:897;-0.981;-0.117;0.043;0.989
14:10:43:922;-0.985;-0.113;0.051;0.993
14:10:43:927;-0.989;-0.109;0.059;0.997
14:10:43:947;-0.985;-0.109;0.059;0.993
14:10:43:957;-0.981;-0.113;0.047;0.989
14:10:43:977;-0.977;-0.117;0.039;0.985
14:10:43:987;-0.973;-0.113;0.039;0.981
14:10:44:7;-0.977;-0.106;0.051;0.984
14:10:44:28;-0.981;-0.102;0.066;0.989
14:10:44:37;-0.981;-0.098;0.066;0.988
14:10:44:58;-0.985;-0.102;0.059;0.992
14:10:44:70;-0.997;-0.109;0.055;1.004
14:10:44:86;-0.993;-0.113;0.055;1.001
14:10:44:96;-0.985;-0.106;0.059;0.992
14:10:44:117;-0.977;-0.098;0.066;0.984
14:10:44:137;-0.973;-0.106;0.066;0.981
14:10:44:146;-0.977;-0.109;0.066;0.986
14:10:44:167;-0.977;-0.113;0.070;0.986
14:10:44:184;-0.985;-0.109;0.070;0.994
14:10:44:197;-0.981;-0.106;0.070;0.989
14:10:44:207;-0.977;-0.102;0.078;0.986
14:10:44:227;-0.973;-0.102;0.074;0.981
14:10:44:247;-0.973;-0.109;0.070;0.982
14:10:44:257;-0.977;-0.117;0.070;0.987
14:10:44:277;-0.985;-0.121;0.082;0.996
14:10:44:287;-0.989;-0.113;0.086;0.999
14:10:44:307;-0.989;-0.102;0.086;0.998
14:10:44:318;-0.981;-0.094;0.082;0.989
14:10:44:337;-0.977;-0.098;0.078;0.985
14:10:44:357;-0.977;-0.109;0.086;0.987
14:10:44:368;-0.981;-0.121;0.082;0.992
14:10:44:387;-0.985;-0.121;0.074;0.995
14:10:44:403;-0.985;-0.109;0.066;0.993
14:10:44:418;-0.981;-0.098;0.063;0.988
14:10:44:427;-0.977;-0.086;0.059;0.983
14:10:44:652;-0.973;-0.086;0.055;0.979
14:10:44:653;-0.985;-0.082;0.051;0.990
14:10:44:655;-1.005;-0.082;0.051;1.009
14:10:44:657;-1.012;-0.086;0.059;1.018
14:10:44:661;-1.012;-0.086;0.066;1.018
14:10:44:662;-1.008;-0.090;0.074;1.015
14:10:44:663;-1.001;-0.094;0.082;1.008
14:10:44:665;-0.989;-0.102;0.090;0.998
14:10:44:668;-0.973;-0.121;0.094;0.985
14:10:44:669;-0.965;-0.137;0.102;0.980
14:10:44:671;-0.969;-0.145;0.109;0.986
14:10:44:673;-0.977;-0.145;0.125;0.996
14:10:44:674;-0.965;-0.137;0.133;0.984
14:10:44:676;-0.946;-0.129;0.129;0.963
14:10:44:678;-0.942;-0.125;0.125;0.959
14:10:44:681;-0.942;-0.129;0.117;0.958
14:10:44:697;-0.938;-0.125;0.106;0.952
14:10:44:717;-0.934;-0.125;0.106;0.948
14:10:44:727;-0.942;-0.125;0.106;0.956
14:10:44:747;-0.962;-0.117;0.102;0.974
14:10:44:757;-0.981;-0.094;0.113;0.992
14:10:44:783;-0.981;-0.074;0.121;0.991
14:10:44:788;-0.973;-0.063;0.121;0.983
14:10:44:808;-0.969;-0.074;0.109;0.978
14:10:44:828;-0.965;-0.090;0.094;0.974
14:10:44:837;-0.962;-0.102;0.086;0.971
14:10:44:857;-0.965;-0.098;0.102;0.976
14:10:44:868;-0.973;-0.086;0.102;0.982
14:10:44:887;-0.977;-0.074;0.082;0.983
14:10:44:898;-0.962;-0.066;0.051;0.965
14:10:44:922;-0.954;-0.059;0.039;0.956
14:10:44:937;-0.977;-0.074;0.039;0.981
14:10:44:947;-1.020;-0.098;0.055;1.026
14:10:44:968;-1.051;-0.117;0.086;1.062
14:10:44:977;-1.048;-0.113;0.102;1.059
14:10:44:997;-1.008;-0.090;0.090;1.016
14:10:45:8;-0.969;-0.070;0.078;0.975
14:10:45:28;-0.973;-0.070;0.070;0.978
14:10:45:37;-0.989;-0.086;0.070;0.995
14:10:45:57;-1.008;-0.094;0.090;1.017
14:10:45:78;-1.012;-0.098;0.125;1.025
14:10:45:89;-1.001;-0.090;0.133;1.013
14:10:45:123;-0.989;-0.074;0.121;0.999
14:10:45:128;-0.981;-0.078;0.121;0.992
14:10:45:138;-0.977;-0.094;0.125;0.990
14:10:45:147;-0.965;-0.098;0.129;0.979
14:10:45:168;-0.958;-0.090;0.137;0.972
14:10:45:181;-0.962;-0.082;0.141;0.975
14:10:45:197;-0.969;-0.066;0.145;0.982
14:10:45:217;-0.965;-0.035;0.129;0.975
14:10:45:227;-0.973;-0.031;0.129;0.982
14:10:45:247;-0.997;-0.043;0.133;1.007
14:10:45:256;-1.016;-0.066;0.156;1.030
14:10:45:292;-1.008;-0.086;0.176;1.027
14:10:45:297;-0.977;-0.074;0.156;0.992
14:10:45:309;-0.958;-0.039;0.133;0.968
14:10:45:329;-0.981;-0.023;0.156;0.994
14:10:45:337;-1.024;-0.047;0.168;1.039
14:10:45:357;-1.036;-0.070;0.160;1.051
14:10:45:367;-1.005;-0.090;0.149;1.019
14:10:45:386;-0.965;-0.094;0.149;0.981
14:10:45:406;-0.938;-0.090;0.156;0.955
14:10:45:417;-0.934;-0.078;0.160;0.951
14:10:45:430;-0.962;-0.070;0.180;0.981
14:10:45:448;-0.993;-0.082;0.188;1.014
14:10:45:468;-0.989;-0.106;0.168;1.009
14:10:45:477;-0.973;-0.109;0.152;0.991
14:10:45:497;-0.950;-0.094;0.168;0.969
14:10:45:518;-0.923;-0.070;0.168;0.940
14:10:45:528;-0.915;-0.051;0.176;0.933
14:10:45:548;-0.938;-0.055;0.188;0.958
14:10:45:557;-0.985;-0.078;0.199;1.008
14:10:45:577;-1.005;-0.113;0.203;1.031
14:10:45:587;-0.981;-0.106;0.207;1.008
14:10:45:607;-0.946;-0.082;0.207;0.972
14:10:45:618;-0.915;-0.070;0.188;0.936
14:10:45:637;-0.919;-0.059;0.184;0.939
14:10:45:657;-0.942;-0.074;0.207;0.967
14:10:45:668;-0.969;-0.102;0.219;0.999
14:10:45:687;-0.973;-0.102;0.211;1.001
14:10:45:697;-0.962;-0.074;0.199;0.985
14:10:45:718;-0.958;-0.051;0.215;0.983
14:10:45:728;-0.977;-0.027;0.274;1.015
14:10:45:747;-0.989;-0.020;0.301;1.034
14:10:45:768;-0.977;-0.020;0.274;1.015
14:10:45:777;-0.950;-0.012;0.235;0.978
14:10:45:797;-0.977;0.008;0.238;1.006
14:10:45:807;-1.028;0.008;0.254;1.059
14:10:45:828;-1.048;-0.012;0.274;1.083
14:10:45:837;-1.016;-0.047;0.281;1.056
14:10:45:857;-0.969;-0.074;0.266;1.008
14:10:45:877;-0.954;-0.070;0.266;0.993
14:10:45:887;-0.954;-0.055;0.274;0.994
14:10:45:907;-0.958;-0.031;0.281;0.999
14:10:45:918;-0.958;-0.027;0.281;0.999
14:10:45:937;-0.962;-0.027;0.270;0.999
14:10:45:947;-0.962;-0.039;0.270;0.999
14:10:45:968;-0.965;-0.051;0.278;1.006
14:10:45:987;-0.962;-0.047;0.281;1.003
14:10:45:997;-0.958;-0.035;0.289;1.001
14:10:46:217;-0.954;-0.023;0.301;1.000
14:10:46:218;-0.946;-0.023;0.293;0.991
14:10:46:222;-0.958;-0.027;0.281;0.999
14:10:46:224;-0.973;-0.027;0.281;1.014
14:10:46:229;-0.965;-0.031;0.285;1.007
14:10:46:231;-0.946;-0.031;0.274;0.985
14:10:46:232;-0.934;-0.039;0.266;0.972
14:10:46:233;-0.934;-0.055;0.262;0.972
14:10:46:235;-0.942;-0.066;0.270;0.982
14:10:46:247;-0.946;-0.078;0.285;0.991
14:10:46:249;-0.950;-0.082;0.285;0.995
14:10:46:250;-0.954;-0.078;0.285;0.999
14:10:46:252;-0.954;-0.066;0.289;0.999
14:10:46:256;-0.954;-0.059;0.297;1.001
14:10:46:258;-0.962;-0.059;0.293;1.007
14:10:46:261;-0.942;-0.055;0.274;0.983
14:10:46:267;-0.926;-0.043;0.250;0.961
14:10:46:276;-0.923;-0.035;0.246;0.955
14:10:46:296;-0.930;-0.039;0.238;0.961
14:10:46:317;-0.962;-0.035;0.250;0.994
14:10:46:326;-0.985;-0.027;0.266;1.021
14:10:46:346;-1.005;-0.020;0.278;1.042
14:10:46:356;-0.993;-0.035;0.278;1.032
14:10:46:377;-0.958;-0.051;0.262;0.994
14:10:46:387;-0.946;-0.055;0.258;0.982
14:10:46:407;-0.950;-0.047;0.266;0.987
14:10:46:417;-0.950;-0.043;0.266;0.987
14:10:46:438;-0.962;-0.047;0.274;1.001
14:10:46:457;-0.973;-0.047;0.289;1.016
14:10:46:468;-0.969;-0.051;0.293;1.014
14:10:46:487;-0.950;-0.055;0.285;0.993
14:10:46:497;-0.934;-0.059;0.281;0.977
14:10:46:518;-0.930;-0.059;0.274;0.971
14:10:46:527;-0.938;-0.059;0.278;0.980
14:10:46:547;-0.954;-0.055;0.293;0.999
14:10:46:568;-0.962;-0.047;0.301;1.009
14:10:46:577;-0.958;-0.043;0.305;1.006
14:10:46:597;-0.954;-0.043;0.301;1.001
14:10:46:607;-0.954;-0.039;0.297;1.000
14:10:46:627;-0.950;-0.035;0.293;0.995
14:10:46:637;-0.942;-0.039;0.297;0.989
14:10:46:657;-0.946;-0.043;0.301;0.994
14:10:46:677;-0.954;-0.047;0.309;1.004
14:10:46:687;-0.954;-0.051;0.317;1.006
14:10:46:707;-0.950;-0.051;0.313;1.001
14:10:46:718;-0.938;-0.047;0.305;0.988
14:10:46:738;-0.938;-0.043;0.301;0.986
14:10:46:768;-0.946;-0.043;0.309;0.996
14:10:46:787;-0.950;-0.043;0.309;1.000
14:10:46:797;-0.954;-0.047;0.305;1.002
